                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 2.2301,                 2.4377,                 2.7401,                 0.0962,                0.47863,                0.07298,                0.02261,                 2.0043,                 15.732,                 2.7822,              0.0018317,              0.0018317,              0.0018317
                     20,                 2.1525,                 2.3435,                 2.6585,                0.14461,                0.29332,                0.10299,                 0.0299,                 2.0368,                 4.5473,                 2.8368,              0.0018218,              0.0018218,              0.0018218
                     21,                 2.1518,                 2.3357,                 2.6688,                0.10605,                0.31939,                0.07815,                0.02758,                 1.8235,                 11.184,                  2.511,              0.0018119,              0.0018119,              0.0018119
                     22,                 2.0878,                 2.2561,                 2.5678,                0.21202,                0.42735,                0.17381,                0.06527,                 1.7729,                  10.48,                 2.3948,               0.001802,               0.001802,               0.001802
                     23,                 2.1065,                 2.2359,                  2.606,                0.21166,                0.47863,                0.18402,                0.06569,                 1.7338,                 8.1607,                  2.385,              0.0017921,              0.0017921,              0.0017921
                     24,                 2.0932,                 2.1799,                 2.5793,                0.16561,                0.23932,                0.11937,                0.03937,                 1.9433,                 7.9301,                 2.6062,              0.0017822,              0.0017822,              0.0017822
                     25,                 2.0945,                 2.1922,                 2.5695,                0.26154,                0.49645,                0.21816,                0.08573,                 1.8518,                 7.6567,                 2.4781,              0.0017723,              0.0017723,              0.0017723
                     26,                 2.0771,                 2.2134,                 2.5422,                0.21685,                0.30769,                 0.1467,                0.05524,                 1.8443,                 17.272,                 2.6258,              0.0017624,              0.0017624,              0.0017624
                     27,                 2.0265,                 2.1632,                 2.4795,                0.39276,                0.43121,                0.38047,                0.15608,                  1.604,                 9.5504,                  2.248,              0.0017525,              0.0017525,              0.0017525
                     28,                 2.0033,                 2.0715,                 2.4719,                0.34354,                0.47009,                0.36046,                0.14816,                 1.6316,                 10.107,                 2.2417,              0.0017426,              0.0017426,              0.0017426
                     29,                 1.9162,                 1.9992,                 2.4119,                0.22794,                0.51282,                0.22837,                0.08207,                 1.6181,                 10.978,                  2.267,              0.0017327,              0.0017327,              0.0017327
                     30,                 1.9393,                  2.069,                 2.4305,                 0.2298,                0.41026,                0.23782,                0.08909,                 1.7131,                 22.227,                 2.4325,              0.0017228,              0.0017228,              0.0017228
                     31,                 1.8956,                 2.0164,                 2.3659,                0.28182,                0.51315,                0.25932,                 0.1102,                 1.6003,                 14.279,                 2.2438,              0.0017129,              0.0017129,              0.0017129
                     32,                 1.8691,                 2.0042,                 2.3365,                0.46127,                0.37607,                0.36255,                0.14914,                 1.6448,                 12.444,                 2.2844,               0.001703,               0.001703,               0.001703
                     33,                 1.8566,                 1.9359,                 2.3257,                0.38893,                0.36752,                0.34111,                0.13671,                 1.6876,                 13.962,                 2.3614,              0.0016931,              0.0016931,              0.0016931
                     34,                 1.8365,                 1.9493,                 2.2879,                0.31807,                0.37607,                0.27292,                0.10596,                 1.7151,                 8.8221,                 2.3769,              0.0016832,              0.0016832,              0.0016832
                     35,                 1.8651,                 1.8958,                 2.3403,                0.42169,                0.49237,                0.32584,                0.11153,                 1.6506,                 6.5257,                  2.293,              0.0016733,              0.0016733,              0.0016733
                     36,                 1.8526,                 1.8914,                 2.3067,                0.40576,                0.40171,                0.33147,                0.11353,                 1.7522,                 8.3196,                  2.574,              0.0016634,              0.0016634,              0.0016634
                     37,                   1.86,                 1.9217,                 2.3056,                0.29072,                0.39316,                0.22389,                0.08065,                 1.8129,                 9.4352,                  2.618,              0.0016535,              0.0016535,              0.0016535
                     38,                  1.856,                 1.8966,                 2.3237,                0.42252,                0.48778,                0.38763,                0.16825,                 1.5555,                 9.6302,                 2.1816,              0.0016436,              0.0016436,              0.0016436
                     39,                  1.722,                 1.8074,                 2.1837,                0.53374,                0.52835,                0.50553,                0.22072,                 1.4696,                 5.5272,                 2.0424,              0.0016337,              0.0016337,              0.0016337
                     40,                 1.7874,                 1.7844,                 2.2278,                0.39178,                 0.4188,                0.34211,                0.16555,                  1.489,                  7.201,                 2.0554,              0.0016238,              0.0016238,              0.0016238
                     41,                 1.7354,                 1.7849,                 2.2336,                0.52534,                0.52137,                0.49441,                0.24089,                 1.4361,                  9.573,                  2.033,              0.0016139,              0.0016139,              0.0016139
                     42,                 1.7465,                 1.7484,                 2.2217,                0.34668,                0.48718,                0.33311,                0.12433,                 1.8283,                 11.077,                 2.5981,               0.001604,               0.001604,               0.001604
                     43,                 1.7449,                 1.8263,                 2.1987,                0.41001,                0.49573,                0.43351,                0.22183,                  1.428,                 9.9093,                 2.0074,              0.0015941,              0.0015941,              0.0015941
                     44,                 1.6768,                 1.7473,                 2.1613,                0.39793,                0.49712,                0.42949,                0.20954,                 1.5064,                  6.972,                 2.1366,              0.0015842,              0.0015842,              0.0015842
                     45,                 1.6991,                 1.6843,                 2.1713,                0.41086,                0.61538,                 0.4837,                0.25015,                 1.3926,                 7.1072,                 1.9808,              0.0015743,              0.0015743,              0.0015743
                     46,                 1.7277,                 1.7152,                 2.1813,                0.36296,                0.51282,                0.41179,                0.21186,                 1.3794,                 8.0931,                 2.0021,              0.0015644,              0.0015644,              0.0015644
                     47,                 1.7036,                 1.6655,                 2.1577,                0.45366,                 0.4359,                0.39047,                0.18725,                 1.4049,                 7.7839,                 1.9725,              0.0015545,              0.0015545,              0.0015545
                     48,                  1.726,                 1.7261,                 2.1764,                0.44528,                0.55556,                0.40959,                0.19523,                 1.4701,                  9.049,                  2.134,              0.0015446,              0.0015446,              0.0015446
                     49,                 1.6213,                 1.7176,                 2.1141,                0.45596,                0.60684,                0.51209,                0.25578,                 1.3292,                 6.8008,                  1.947,              0.0015347,              0.0015347,              0.0015347
                     50,                 1.6434,                 1.6521,                 2.0846,                0.53648,                0.55399,                0.51908,                0.25086,                  1.407,                 4.1128,                 1.9946,              0.0015248,              0.0015248,              0.0015248
                     51,                 1.6185,                 1.6482,                 2.0921,                0.49826,                0.58567,                0.51278,                0.25969,                 1.3364,                 6.7418,                 1.9367,              0.0015149,              0.0015149,              0.0015149
                     52,                 1.6751,                 1.6767,                 2.0983,                0.46356,                0.52991,                 0.4659,                0.24424,                 1.3019,                 5.8372,                 1.8962,               0.001505,               0.001505,               0.001505
                     53,                 1.6144,                 1.6128,                 2.0744,                0.45949,                0.52315,                0.40724,                0.20059,                 1.3603,                 7.2834,                 1.9687,              0.0014951,              0.0014951,              0.0014951
                     54,                 1.6173,                 1.6426,                 2.0892,                0.39787,                0.59829,                0.43289,                0.20227,                 1.4545,                 6.3986,                 2.0051,              0.0014852,              0.0014852,              0.0014852
                     55,                 1.5825,                 1.6222,                 2.0593,                0.54741,                 0.5641,                0.54728,                0.29147,                  1.234,                 8.2985,                  1.813,              0.0014753,              0.0014753,              0.0014753
                     56,                 1.6015,                 1.5794,                  2.081,                0.42835,                0.51282,                0.41342,                 0.2154,                 1.3243,                 9.5651,                  1.919,              0.0014654,              0.0014654,              0.0014654
                     57,                 1.6055,                 1.5551,                 2.0458,                0.46801,                0.55556,                0.43919,                0.22457,                 1.3938,                 6.9648,                 2.0181,              0.0014555,              0.0014555,              0.0014555
                     58,                 1.6332,                  1.547,                 2.0644,                0.57894,                0.60684,                0.58848,                0.31027,                 1.2685,                 7.6081,                  1.843,              0.0014456,              0.0014456,              0.0014456
                     59,                 1.5942,                 1.5137,                 2.0486,                0.52426,                0.52991,                0.49167,                0.24932,                 1.4073,                 9.7951,                  2.061,              0.0014357,              0.0014357,              0.0014357
                     60,                  1.569,                 1.5566,                 2.0543,                0.52065,                0.53846,                0.52965,                0.23902,                 1.4333,                 7.5483,                 2.0236,              0.0014258,              0.0014258,              0.0014258
                     61,                 1.5849,                 1.5534,                 2.0445,                0.47928,                0.54701,                0.49788,                0.25804,                  1.324,                 7.0346,                 1.8793,              0.0014159,              0.0014159,              0.0014159
                     62,                 1.5384,                 1.5084,                 2.0022,                0.40214,                 0.7094,                0.48297,                0.24366,                 1.3361,                 6.0071,                 1.8961,               0.001406,               0.001406,               0.001406
                     63,                  1.563,                 1.5674,                 2.0299,                0.41657,                0.64957,                0.49334,                0.25967,                 1.3051,                 7.8074,                 1.8606,              0.0013961,              0.0013961,              0.0013961
                     64,                 1.4959,                 1.4695,                 1.9707,                0.61959,                0.53846,                0.62318,                0.33153,                 1.2938,                 4.0249,                 1.8894,              0.0013862,              0.0013862,              0.0013862
                     65,                 1.4743,                 1.4606,                 1.9399,                0.50016,                0.60684,                 0.5271,                0.29232,                 1.1941,                 8.2004,                 1.7582,              0.0013763,              0.0013763,              0.0013763
                     66,                 1.4894,                  1.462,                 1.9674,                0.50158,                 0.5641,                0.53907,                0.30645,                 1.1726,                 6.0101,                 1.7374,              0.0013664,              0.0013664,              0.0013664
                     67,                 1.5116,                 1.4059,                 1.9505,                0.49105,                0.62393,                0.58434,                0.32195,                 1.2019,                 7.0306,                 1.7845,              0.0013565,              0.0013565,              0.0013565
                     68,                 1.4543,                 1.4121,                 1.9302,                0.55792,                0.57265,                0.51515,                0.28151,                 1.2554,                 8.3619,                 1.7975,              0.0013466,              0.0013466,              0.0013466
                     69,                 1.5178,                 1.4645,                 1.9686,                0.44412,                0.64103,                0.50588,                0.25863,                  1.298,                 7.8204,                 1.8945,              0.0013367,              0.0013367,              0.0013367
                     70,                 1.4539,                  1.381,                 1.9186,                0.54016,                0.64957,                0.58651,                0.34743,                 1.1216,                 5.5828,                 1.7118,              0.0013268,              0.0013268,              0.0013268
                     71,                 1.4446,                 1.3707,                 1.9153,                0.53076,                0.53846,                0.52732,                0.28446,                 1.2335,                 8.2036,                 1.8129,              0.0013169,              0.0013169,              0.0013169
                     72,                 1.4626,                 1.4074,                 1.9664,                0.45915,                 0.7265,                0.48014,                0.25164,                 1.2727,                 8.6263,                  1.906,               0.001307,               0.001307,               0.001307
                     73,                 1.4395,                 1.3621,                 1.8896,                0.48068,                0.57265,                0.52527,                0.30223,                 1.2198,                 5.8491,                 1.8137,              0.0012971,              0.0012971,              0.0012971
                     74,                 1.4958,                 1.4063,                 1.9499,                0.50481,                 0.6535,                0.57799,                0.31912,                 1.2097,                 5.9088,                 1.7751,              0.0012872,              0.0012872,              0.0012872
                     75,                 1.4154,                 1.3118,                 1.8961,                0.47779,                0.57088,                0.48636,                0.26016,                 1.3216,                 5.3709,                 1.8906,              0.0012773,              0.0012773,              0.0012773
                     76,                 1.4416,                 1.3593,                 1.9239,                0.57675,                0.65222,                0.51502,                0.27225,                 1.2517,                 5.5115,                 1.8343,              0.0012674,              0.0012674,              0.0012674
                     77,                 1.4406,                 1.3031,                 1.9119,                0.48607,                0.69231,                0.52348,                0.29045,                 1.2044,                 7.3493,                 1.7836,              0.0012575,              0.0012575,              0.0012575
                     78,                 1.4329,                 1.4012,                 1.9049,                0.52464,                0.63248,                0.57268,                0.34255,                 1.2245,                 5.9808,                 1.8135,              0.0012476,              0.0012476,              0.0012476
                     79,                 1.4209,                 1.3392,                 1.8631,                0.47803,                0.64957,                0.49891,                 0.2852,                 1.2118,                 5.6239,                 1.7965,              0.0012377,              0.0012377,              0.0012377
                     80,                 1.3677,                 1.3244,                  1.848,                0.45498,                0.67521,                0.46386,                0.26616,                 1.3071,                 5.9634,                 1.9465,              0.0012278,              0.0012278,              0.0012278
                     81,                 1.3286,                 1.2968,                 1.8355,                0.55092,                0.65812,                0.58975,                0.35154,                 1.1674,                 5.4948,                 1.7522,              0.0012179,              0.0012179,              0.0012179
                     82,                 1.3869,                 1.3518,                 1.8362,                0.58086,                0.60684,                0.61038,                0.35481,                 1.1226,                 6.5793,                 1.7147,               0.001208,               0.001208,               0.001208
                     83,                 1.3494,                  1.297,                 1.8566,                 0.5161,                0.59829,                0.50026,                0.27561,                 1.2508,                 4.6364,                 1.8001,              0.0011981,              0.0011981,              0.0011981
                     84,                 1.3568,                 1.2894,                 1.8318,                0.50548,                0.64957,                 0.5674,                0.33242,                 1.1563,                 5.5854,                 1.7386,              0.0011882,              0.0011882,              0.0011882
                     85,                 1.3367,                 1.2728,                 1.8315,                0.40667,                0.69127,                0.43731,                 0.2639,                 1.1954,                 6.6923,                 1.8001,              0.0011783,              0.0011783,              0.0011783
                     86,                 1.3221,                 1.2132,                 1.8038,                0.41783,                0.64957,                0.46417,                0.27342,                 1.1618,                 6.1841,                 1.7606,              0.0011684,              0.0011684,              0.0011684
                     87,                 1.3992,                 1.2756,                 1.8515,                0.46366,                0.71795,                0.51888,                0.30865,                  1.132,                 8.6936,                 1.6989,              0.0011585,              0.0011585,              0.0011585
                     88,                 1.3213,                 1.2455,                 1.7923,                0.47776,                0.71935,                0.50123,                0.29761,                 1.1286,                 6.8304,                 1.6842,              0.0011486,              0.0011486,              0.0011486
                     89,                 1.3231,                 1.2569,                 1.8049,                0.45258,                 0.7094,                0.51112,                0.31152,                 1.1509,                 5.3056,                 1.7037,              0.0011387,              0.0011387,              0.0011387
                     90,                 1.3438,                 1.2259,                   1.83,                0.54952,                0.62393,                0.59427,                0.36189,                 1.1377,                 5.3922,                 1.6859,              0.0011288,              0.0011288,              0.0011288
                     91,                 1.3227,                 1.1865,                 1.8259,                0.53443,                0.64755,                0.56136,                0.33562,                 1.1511,                 4.2118,                 1.7004,              0.0011189,              0.0011189,              0.0011189
                     92,                 1.2791,                 1.2049,                 1.7525,                0.50931,                0.63248,                 0.5482,                0.31872,                 1.0853,                 6.0593,                 1.6427,               0.001109,               0.001109,               0.001109
                     93,                 1.3293,                 1.2557,                 1.8148,                0.51101,                0.69231,                0.52791,                0.32775,                 1.1285,                 7.2707,                 1.6859,              0.0010991,              0.0010991,              0.0010991
                     94,                 1.3299,                 1.2412,                 1.8147,                0.50058,                0.67521,                0.51852,                0.30442,                 1.1154,                 8.0485,                 1.7211,              0.0010892,              0.0010892,              0.0010892
                     95,                 1.2958,                 1.2504,                 1.7629,                 0.4396,                0.71069,                0.49655,                0.27123,                 1.2553,                  7.263,                 1.8929,              0.0010793,              0.0010793,              0.0010793
                     96,                 1.2927,                 1.2409,                 1.7843,                0.47451,                0.70085,                0.56548,                0.32671,                 1.1611,                 5.9461,                 1.7457,              0.0010694,              0.0010694,              0.0010694
                     97,                 1.2253,                 1.1688,                 1.7087,                0.52012,                0.72258,                 0.5756,                0.34241,                 1.1911,                 5.4324,                  1.756,              0.0010595,              0.0010595,              0.0010595
                     98,                 1.2398,                 1.1356,                 1.7474,                0.44929,                0.71821,                0.49785,                0.28921,                 1.1768,                 6.8914,                 1.7363,              0.0010496,              0.0010496,              0.0010496
                     99,                 1.2966,                 1.1959,                 1.8074,                0.43917,                 0.7094,                  0.526,                0.31433,                 1.1511,                 6.0472,                 1.7554,              0.0010397,              0.0010397,              0.0010397
                    100,                 1.2383,                 1.1651,                  1.741,                0.50265,                0.69231,                0.59497,                0.36411,                  1.123,                 4.7367,                 1.7045,              0.0010298,              0.0010298,              0.0010298
                    101,                 1.2505,                 1.1537,                 1.7228,                0.42939,                0.72678,                0.52213,                  0.318,                 1.1336,                  4.787,                 1.6979,              0.0010199,              0.0010199,              0.0010199
                    102,                 1.2965,                 1.1925,                 1.7802,                0.53315,                0.70085,                0.54508,                0.32807,                 1.0477,                 6.4584,                 1.6298,                0.00101,                0.00101,                0.00101
                    103,                 1.2731,                 1.1439,                 1.7607,                0.53761,                 0.6857,                0.58947,                0.35662,                 1.1006,                 6.5415,                 1.6795,              0.0010001,              0.0010001,              0.0010001
                    104,                 1.2527,                 1.1978,                 1.7355,                0.49348,                0.69115,                0.52859,                0.32475,                 1.0764,                 6.4023,                 1.6458,              0.0009902,              0.0009902,              0.0009902
                    105,                 1.1942,                 1.1339,                 1.7168,                0.47593,                 0.7265,                0.51721,                0.33912,                 1.0111,                 5.4384,                 1.5916,              0.0009803,              0.0009803,              0.0009803
                    106,                 1.2261,                 1.1084,                 1.7286,                0.50539,                 0.6288,                 0.4833,                0.31481,                 1.0645,                 4.8537,                 1.6489,              0.0009704,              0.0009704,              0.0009704
                    107,                 1.2674,                 1.1729,                 1.7549,                0.50739,                0.66667,                0.50471,                0.29888,                  1.116,                 6.9204,                  1.692,              0.0009605,              0.0009605,              0.0009605
                    108,                 1.2074,                  1.122,                 1.7099,                0.56886,                0.69231,                 0.5785,                0.35025,                 1.0228,                 7.9105,                 1.6017,              0.0009506,              0.0009506,              0.0009506
                    109,                 1.1944,                 1.0764,                 1.7091,                0.46432,                0.81197,                 0.5374,                0.33102,                 1.0567,                 8.5166,                 1.6523,              0.0009407,              0.0009407,              0.0009407
                    110,                 1.2325,                 1.1681,                 1.7102,                0.48617,                0.64697,                0.52134,                0.32061,                 1.0602,                 7.2103,                  1.671,              0.0009308,              0.0009308,              0.0009308
                    111,                 1.2306,                  1.126,                 1.7207,                0.46261,                 0.7265,                0.51513,                0.30077,                 1.1041,                 6.1789,                 1.6937,              0.0009209,              0.0009209,              0.0009209
                    112,                 1.2344,                 1.0858,                 1.7248,                0.48659,                0.76068,                0.49836,                0.30152,                 1.0817,                 7.2865,                 1.6584,               0.000911,               0.000911,               0.000911
                    113,                 1.2159,                 1.1029,                 1.7181,                0.50277,                0.64957,                0.51873,                 0.3101,                  1.071,                 7.1085,                 1.6811,              0.0009011,              0.0009011,              0.0009011
                    114,                 1.2424,                 1.1328,                 1.7549,                0.56005,                0.67521,                 0.6056,                0.34544,                 1.1418,                 8.2812,                 1.6779,              0.0008912,              0.0008912,              0.0008912
                    115,                 1.1912,                 1.0986,                 1.6825,                0.48921,                0.73504,                0.59157,                0.37772,                 1.0332,                 8.4184,                 1.5982,              0.0008813,              0.0008813,              0.0008813
                    116,                 1.2035,                 1.1085,                 1.6957,                0.44628,                0.76923,                0.49163,                0.28708,                 1.2171,                 7.5978,                 1.7743,              0.0008714,              0.0008714,              0.0008714
                    117,                 1.1765,                 1.0972,                  1.687,                0.48848,                0.82051,                0.53914,                0.34721,                0.98045,                 5.9389,                 1.5761,              0.0008615,              0.0008615,              0.0008615
                    118,                  1.201,                 1.1408,                  1.713,                0.48676,                0.65812,                0.51967,                 0.3118,                 1.0852,                 6.9852,                  1.637,              0.0008516,              0.0008516,              0.0008516
                    119,                 1.1547,                 1.0739,                 1.6703,                0.51775,                 0.7265,                0.55897,                0.35291,                 1.0869,                  6.684,                 1.6403,              0.0008417,              0.0008417,              0.0008417
                    120,                 1.1951,                 1.0663,                 1.6892,                0.46515,                0.73504,                0.50836,                0.31082,                 1.0942,                 6.7955,                 1.6601,              0.0008318,              0.0008318,              0.0008318
                    121,                 1.2396,                 1.1058,                 1.7223,                0.46714,                0.71932,                0.53155,                0.31403,                 1.2064,                 8.8117,                 1.7873,              0.0008219,              0.0008219,              0.0008219
                    122,                 1.1916,                 1.1174,                 1.6791,                0.52414,                 0.7265,                0.58051,                 0.3644,                 1.0469,                 6.5302,                 1.6144,               0.000812,               0.000812,               0.000812
                    123,                 1.1587,                 1.0082,                 1.6557,                0.47362,                0.79487,                0.55604,                0.34544,                 1.1268,                 6.5715,                 1.6662,              0.0008021,              0.0008021,              0.0008021
                    124,                 1.1757,                 1.0631,                 1.6539,                0.49431,                0.74359,                0.59074,                0.37635,                 1.0799,                 6.5637,                 1.6619,              0.0007922,              0.0007922,              0.0007922
                    125,                 1.1455,                 1.0451,                  1.623,                0.51558,                0.69231,                0.55517,                0.34703,                 1.1271,                 6.6483,                 1.6615,              0.0007823,              0.0007823,              0.0007823
                    126,                  1.173,                 1.0007,                 1.6468,                0.50679,                0.69231,                0.57513,                0.38016,                0.97216,                 7.2551,                 1.5411,              0.0007724,              0.0007724,              0.0007724
                    127,                 1.1292,                 1.0219,                 1.6497,                0.52637,                0.67521,                0.55372,                0.35808,                 1.1261,                 7.4407,                  1.714,              0.0007625,              0.0007625,              0.0007625
                    128,                  1.147,                 1.0438,                 1.6462,                0.47335,                0.69231,                0.56286,                 0.3563,                 1.1619,                 6.4998,                 1.7445,              0.0007526,              0.0007526,              0.0007526
                    129,                 1.1037,                0.99369,                 1.6169,                0.47566,                0.70559,                 0.5362,                0.34041,                 1.1193,                 5.6279,                  1.729,              0.0007427,              0.0007427,              0.0007427
                    130,                 1.1146,                 1.0125,                 1.6193,                0.49842,                0.65812,                0.53992,                0.33691,                 1.1156,                 7.2157,                 1.7334,              0.0007328,              0.0007328,              0.0007328
                    131,                 1.1623,                 1.0013,                 1.6378,                0.46844,                 0.7532,                0.55099,                0.36087,                 1.0177,                 6.6535,                 1.5443,              0.0007229,              0.0007229,              0.0007229
                    132,                 1.1007,                 1.0051,                 1.6104,                0.53493,                0.76682,                0.59248,                 0.3941,                0.98394,                 7.0715,                  1.547,               0.000713,               0.000713,               0.000713
                    133,                 1.1196,                0.99548,                 1.6265,                 0.4887,                 0.7094,                0.52761,                0.33229,                 1.0305,                 6.1032,                 1.5959,              0.0007031,              0.0007031,              0.0007031
                    134,                  1.072,                0.94936,                 1.5528,                0.51233,                0.77223,                0.55041,                0.35259,                0.98007,                 7.1692,                 1.5345,              0.0006932,              0.0006932,              0.0006932
                    135,                 1.1279,                 1.0155,                 1.6293,                0.45114,                 0.7094,                0.50683,                0.31634,                  1.093,                 7.7689,                 1.6428,              0.0006833,              0.0006833,              0.0006833
                    136,                 1.0944,                0.97553,                 1.5857,                0.46985,                0.81197,                0.57407,                0.39609,                0.99511,                 7.0079,                 1.5451,              0.0006734,              0.0006734,              0.0006734
                    137,                 1.0992,                0.98573,                 1.5998,                0.50943,                0.74359,                0.56343,                0.38057,                 1.0245,                 6.7598,                  1.575,              0.0006635,              0.0006635,              0.0006635
                    138,                 1.0417,                0.94308,                 1.5729,                0.47105,                 0.7265,                0.54479,                0.36035,                0.99883,                 6.9533,                 1.5544,              0.0006536,              0.0006536,              0.0006536
                    139,                 1.1044,                0.99452,                 1.6169,                0.48436,                0.71456,                0.51658,                0.34944,                0.99172,                 6.5816,                 1.5554,              0.0006437,              0.0006437,              0.0006437
                    140,                  1.105,                0.96734,                 1.6084,                0.49788,                0.68376,                0.53437,                0.35479,                 1.0232,                 7.0434,                 1.5763,              0.0006338,              0.0006338,              0.0006338
                    141,                  1.044,                0.97345,                 1.5634,                0.47158,                0.65598,                0.45081,                0.27352,                 1.1489,                 6.7659,                 1.7187,              0.0006239,              0.0006239,              0.0006239
                    142,                 1.0881,                0.97571,                 1.5899,                0.48699,                0.66667,                0.51921,                0.32535,                 1.0768,                 7.0599,                 1.6401,               0.000614,               0.000614,               0.000614
                    143,                 1.1123,                0.99054,                 1.6167,                0.48273,                0.79487,                0.59534,                0.41739,                 0.9338,                 6.4421,                 1.4711,              0.0006041,              0.0006041,              0.0006041
                    144,                 1.0708,                0.92221,                 1.5902,                0.51041,                0.64957,                0.57587,                0.37151,                 1.0305,                 6.6072,                 1.6053,              0.0005942,              0.0005942,              0.0005942
                    145,                 1.1027,                0.97092,                 1.5839,                0.50338,                0.76923,                0.60478,                0.40543,                  0.983,                 7.6215,                 1.5552,              0.0005843,              0.0005843,              0.0005843
                    146,                 1.0535,                0.93178,                 1.5707,                0.55834,                 0.7265,                0.59721,                0.39707,                 1.0784,                 6.7694,                  1.658,              0.0005744,              0.0005744,              0.0005744
                    147,                 1.0872,                 1.0176,                 1.5979,                0.48706,                0.76923,                0.55929,                0.36923,                 1.0237,                 6.8416,                 1.6122,              0.0005645,              0.0005645,              0.0005645
                    148,                  1.051,                0.92483,                 1.5556,                0.44103,                0.71795,                0.47071,                0.30468,                 1.0918,                  7.589,                 1.6684,              0.0005546,              0.0005546,              0.0005546
                    149,                 1.0582,                0.96765,                  1.582,                0.47752,                0.68376,                0.53279,                0.36659,                0.94914,                 6.8131,                 1.5142,              0.0005447,              0.0005447,              0.0005447
                    150,                 1.0725,                0.96069,                 1.5597,                0.46022,                0.76068,                  0.492,                 0.3121,                 1.0845,                 7.4018,                 1.6289,              0.0005348,              0.0005348,              0.0005348
                    151,                 1.0693,                0.96053,                  1.576,                0.48261,                0.78632,                0.53677,                0.37374,                 0.9522,                 7.6439,                 1.5087,              0.0005249,              0.0005249,              0.0005249
                    152,                 1.0434,                0.93035,                 1.5519,                0.48682,                0.66667,                0.54774,                0.36679,                 1.0334,                 6.6976,                 1.5943,               0.000515,               0.000515,               0.000515
