                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     76,                 1.4368,                 1.6495,                 1.9208,                0.73843,                0.62393,                0.69379,                0.38936,                 1.2029,                 2.9175,                  1.763,              0.0005348,              0.0005348,              0.0005348
                     77,                 1.4607,                 1.6102,                  1.951,                0.64187,                0.66667,                0.67391,                0.34683,                   1.28,                 2.7909,                 1.8608,               0.000515,               0.000515,               0.000515
                     78,                 1.4541,                 1.6126,                  1.944,                0.55779,                0.69231,                0.65643,                0.39428,                 1.1329,                 2.7961,                 1.7121,              0.0004952,              0.0004952,              0.0004952
                     79,                  1.416,                  1.589,                 1.9247,                0.70067,                0.59829,                0.67014,                0.39909,                 1.1551,                 2.3996,                 1.7304,              0.0004754,              0.0004754,              0.0004754
                     80,                 1.4114,                 1.5579,                  1.899,                0.74658,                0.60434,                0.69554,                0.37863,                 1.1619,                 2.5669,                 1.7509,              0.0004556,              0.0004556,              0.0004556
                     81,                 1.3572,                 1.5229,                 1.8629,                0.67098,                 0.5812,                0.62542,                0.34373,                 1.2196,                 2.7647,                 1.8207,              0.0004358,              0.0004358,              0.0004358
                     82,                 1.4044,                 1.6059,                 1.9122,                0.65066,                0.62393,                0.67334,                  0.392,                 1.1819,                 2.3032,                 1.7959,               0.000416,               0.000416,               0.000416
                     83,                 1.4269,                 1.5814,                 1.9184,                 0.6944,                0.61538,                0.63817,                0.33189,                 1.2828,                 2.9801,                 1.9023,              0.0003962,              0.0003962,              0.0003962
                     84,                 1.3604,                  1.524,                 1.8769,                0.70278,                0.62393,                 0.6986,                0.40377,                  1.103,                 3.1273,                 1.7132,              0.0003764,              0.0003764,              0.0003764
                     85,                 1.3865,                 1.5481,                 1.9016,                0.69086,                0.61124,                0.68333,                0.37996,                  1.166,                 2.4293,                 1.7254,              0.0003566,              0.0003566,              0.0003566
                     86,                 1.3855,                  1.535,                 1.8822,                0.69666,                0.59829,                0.67226,                0.39698,                 1.1466,                 2.4949,                 1.7281,              0.0003368,              0.0003368,              0.0003368
                     87,                 1.3144,                 1.4795,                 1.8306,                0.68196,                0.60684,                0.67679,                0.40075,                  1.181,                 2.1024,                 1.8004,               0.000317,               0.000317,               0.000317
                     88,                 1.3717,                 1.5128,                 1.8592,                0.58297,                0.70085,                 0.6538,                0.36933,                 1.1765,                 2.7917,                 1.7464,              0.0002972,              0.0002972,              0.0002972
                     89,                 1.3841,                 1.5047,                 1.8994,                0.69037,                0.58974,                0.67515,                0.39767,                 1.0771,                 2.6152,                 1.6843,              0.0002774,              0.0002774,              0.0002774
                     90,                 1.3313,                 1.4643,                 1.8367,                0.63856,                0.61538,                0.62899,                0.36628,                 1.2008,                 2.3812,                 1.7714,              0.0002576,              0.0002576,              0.0002576
                     91,                 1.3047,                 1.6021,                 1.9353,                0.57593,                0.68376,                0.65037,                0.38559,                 1.1082,                 3.3842,                 1.7223,              0.0002378,              0.0002378,              0.0002378
                     92,                 1.2002,                 1.4157,                 1.8255,                0.59819,                0.66167,                0.63761,                0.37505,                 1.0742,                 2.6974,                 1.6581,               0.000218,               0.000218,               0.000218
                     93,                 1.2079,                 1.4092,                 1.8655,                0.57848,                0.68034,                0.61915,                0.36283,                 1.0744,                 2.7537,                  1.648,              0.0001982,              0.0001982,              0.0001982
                     94,                 1.1814,                  1.371,                 1.8232,                0.58042,                0.67394,                0.64861,                0.38691,                 1.0567,                  3.112,                 1.6347,              0.0001784,              0.0001784,              0.0001784
                     95,                 1.1587,                 1.2864,                  1.779,                0.58812,                0.74445,                0.68353,                0.41792,                 1.0437,                 2.3089,                 1.6374,              0.0001586,              0.0001586,              0.0001586
                     96,                 1.1925,                 1.3617,                 1.8373,                0.59521,                0.71795,                0.66769,                0.40665,                 1.0727,                  2.138,                  1.669,              0.0001388,              0.0001388,              0.0001388
                     97,                 1.2104,                 1.3295,                 1.8245,                0.66156,                0.61538,                0.65238,                0.39959,                 1.0528,                 2.3875,                 1.6249,               0.000119,               0.000119,               0.000119
                     98,                 1.1285,                 1.2972,                 1.7628,                0.67286,                0.61538,                0.66843,                0.40816,                 1.0417,                 2.4396,                 1.6055,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 1.1648,                  1.322,                 1.7918,                0.58051,                0.69785,                0.67422,                0.40114,                 1.0582,                 2.3188,                 1.6338,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                 1.1064,                 1.2287,                 1.7182,                0.60392,                0.74359,                0.68882,                0.41268,                 1.0546,                 2.2466,                 1.6323,               5.96e-05,               5.96e-05,               5.96e-05
